text,label,sentiment,processed_text
"the internet access was fine, it the rare instance that it worked.",0,negative,internet access fine rare instance worked
perfect for the ps3.,1,positive,perfect p
"five star plus, plus.",1,positive,five star plus plus
a good quality bargain.. i bought this after i bought a cheapy from big lots that sounded awful and people on the other end couldn't hear me.,1,positive,good quality bargain bought bought cheapy big lot sounded awful people end couldnt hear
$50 down the drain.,0,negative,drain
i tried talking real loud but shouting on the telephone gets old and i was still told it wasn't great.,0,negative,tried talking real loud shouting telephone get old still told wasnt great
"good , works fine.",1,positive,good work fine
for the price this was a great deal.,1,positive,price great deal
"great price, too!",1,positive,great price
"if there is a wind, it is completely useless.",0,negative,wind completely useless
yes it's shiny on front side - and i love it!,1,positive,yes shiny front side love
does not work.,0,negative,work
"at first i thought i was grtting a good deal at $7.44, until i plugged it into my phone (v3c razr).",0,negative,first thought grtting good deal plugged phone vc razr
the reception through this headset is excellent.,1,positive,reception headset excellent
2 thumbs up to this seller,1,positive,thumb seller
"i have a verizon lg phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1,positive,verizon lg phone work well together good reception range exceeds foot line sight
improper description.... i had to return it.,0,negative,improper description return
#1 it works - #2 it is comfortable.,1,positive,work comfortable
battery charge-life is quite long.,1,positive,battery chargelife quite long
the jabra eargels fit my ears very well.,1,positive,jabra eargels fit ear well
battery has no life.,0,negative,battery life
i checked everywhere and there is no feature for it which is really disappointing.,0,negative,checked everywhere feature really disappointing
product is exactly as described.,1,positive,product exactly described
gets a signal when other verizon phones won't.,1,positive,get signal verizon phone wont
doesn't do the job.,0,negative,doesnt job
i would recommend it.,1,positive,would recommend
plan on ordering from them again and again.,1,positive,plan ordering
"that being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,positive,said phone camera nice many cool effect play video decent well
i have been very satisfied with this cell phone from day one.,1,positive,satisfied cell phone day one
they keep getting better and better (this is my third one and i've had numerous palms too).,1,positive,keep getting better better third one ive numerous palm
awkward to use and unreliable.,0,negative,awkward use unreliable
the shipping time was also very quick!,1,positive,shipping time also quick
not as good as i had hoped.,0,negative,good hoped
good case!.,1,positive,good case
doesn't work.,0,negative,doesnt work
really good product.,1,positive,really good product
unfortunately it did not work.,0,negative,unfortunately work
all three broke within two months of use.,0,negative,three broke within two month use
dont buy it.,0,negative,dont buy
"my father has the v265, and the battery is dying.",0,negative,father v battery dying
"however, the ear pads come off easily and after only one week i lost one.",0,negative,however ear pad come easily one week lost one
"the calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0,negative,call drop phone come screen go black worst stop ringing intermittently
"horrible, horrible protector.",0,negative,horrible horrible protector
i don't like this nokia either.,0,negative,dont like nokia either
"reaching for the bottom row is uncomfortable, and the send and end keys are not where i expect them to be.3.",0,negative,reaching bottom row uncomfortable send end key expect
i have bought this nokia cell phone a few weeks ago and it was a nightmare.,0,negative,bought nokia cell phone week ago nightmare
it would take too long to describe how bad my customer service experience has been with amazon.,0,negative,would take long describe bad customer service experience amazon
the only very disappointing thing was there was no speakerphone!!!!,0,negative,disappointing thing speakerphone
terrible.. my car will not accept this cassette.,0,negative,terrible car accept cassette
"product is useless, since it does not have enough charging current to charge the 2 cellphones i was planning to use it with.",0,negative,product useless since enough charging current charge cellphone planning use
it's not what it says it is.,0,negative,say
stay away from the q!.,0,negative,stay away q
used and dirty.,0,negative,used dirty
very unreliable service from t-mobile !,0,negative,unreliable service tmobile
not good enough for the price.,0,negative,good enough price
i bought two of them and neither will charge.,0,negative,bought two neither charge
it looks very nice.,1,positive,look nice
"this is an excellent tool, especially when paired with your phone's auto-answer.",1,positive,excellent tool especially paired phone autoanswer
i have read other's reviews here but i haven't had any problem with it.,1,positive,read others review havent problem
these products cover up the important light sensor above the ear outlet.,0,negative,product cover important light sensor ear outlet
comfortable in my hand.,1,positive,comfortable hand
just does not work.,0,negative,work
poor reliability.,0,negative,poor reliability
(it works!),1,positive,work
"if i take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0,negative,take picture battery drop bar start beeping letting know dieing
"terrible product, and waste of money!",0,negative,terrible product waste money
last time buying from you.,0,negative,last time buying
it was a waste of my money.,0,negative,waste money
so far it has worked like a charm.,1,positive,far worked like charm
"i have only had it for a few weeks, but so far, so good.",1,positive,week far good
"but, in any case, the best part is, you can download these pictures to your laptop using ir, or even send pictures from your laptop to the phone.",1,positive,case best part download picture laptop using ir even send picture laptop phone
would recommend this item.,1,positive,would recommend item
it's been my choice headset for years.great sound; good volume; good noise cancellation.,1,positive,choice headset yearsgreat sound good volume good noise cancellation
"nice case, feels good in your hands.",1,positive,nice case feel good hand
the item received was counterfeit.,0,negative,item received counterfeit
"just really good.. so far, probably the best bt headset i have ever had.",1,positive,really good far probably best bt headset ever
works fine.,1,positive,work fine
i received my headset in good time and was happy with it.,1,positive,received headset good time happy
i was very pleased to see that i could replace my well travled swivel holster for my blackberry flip.,1,positive,pleased see could replace well travled swivel holster blackberry flip
my sister has one also and she loves it.,1,positive,sister one also love
good quality.,1,positive,good quality
this is by far the worst purchase i've made on amazon.,0,negative,far worst purchase ive made amazon
excellent dual-purpose headset.,1,positive,excellent dualpurpose headset
excellent!.,1,positive,excellent
does not work for listening to music with the cingular 8125.,0,negative,work listening music cingular
"it seems completely secure, both holding on to my belt, and keeping the iphone inside.",1,positive,seems completely secure holding belt keeping iphone inside
"the bottowm line...another worthless, cheap gimmick from sprint.",0,negative,bottowm lineanother worthless cheap gimmick sprint
having trouble with volume.,0,negative,trouble volume
the only good thing was that it fits comfortably on small ears.,1,positive,good thing fit comfortably small ear
warning - do not buy!!.,0,negative,warning buy
"i am pairing this with my iphone, and i could not be happier with it so far.",1,positive,pairing iphone could happier far
"when it opens, the battery connection is broken and the device is turned off.",0,negative,open battery connection broken device turned
"i didn't want the clip going over the top of my ear, causing discomfort.",0,negative,didnt want clip going top ear causing discomfort
best headset ever!!!.,1,positive,best headset ever
don't trust their website and don't expect any helpful support.,0,negative,dont trust website dont expect helpful support
it was that loud.glad to say that the plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1,positive,loudglad say plantronics maintains flawless connection cell static normal use
the speaker is of low quality so as making the ring tones sound very cheap.,0,negative,speaker low quality making ring tone sound cheap
"fits comfortably, came with three sizes of earbud tips.",1,positive,fit comfortably came three size earbud tip
bad reception.,0,negative,bad reception
this product is very high quality chinese crap!!!!!!,0,negative,product high quality chinese crap
it was quite comfortable in the ear.,1,positive,quite comfortable ear
don't buy this product - it fails!.,0,negative,dont buy product fails
everything about this product is wrong.first,0,negative,everything product wrongfirst
the pairing of the two devices was so easy it barely took a couple minutes before i started making calls with the voice dialing feature.,1,positive,pairing two device easy barely took couple minute started making call voice dialing feature
"this was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0,negative,utterly confusing first caused lose couple important contact
terrible phone holder.,0,negative,terrible phone holder
the cutouts and buttons are placed perfectly.,1,positive,cutout button placed perfectly
i love being able to use one headset for both by land-line and cell.,1,positive,love able use one headset landline cell
problem is that the ear loops are made of weak material and break easily.,0,negative,problem ear loop made weak material break easily
not nearly as good looking as the amazon picture makes it look.,0,negative,nearly good looking amazon picture make look
"but despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official oem product.",1,positive,despite flaw case exceptional quality well worth additional cost owning official oem product
how stupid is that?,0,negative,stupid
"i can hear while i'm driving in the car, and usually don't even have to put it on it's loudest setting.",1,positive,hear im driving car usually dont even put loudest setting
seller shipped quickly and much cheaper than the competitors.,1,positive,seller shipped quickly much cheaper competitor
"good show, samsung.",1,positive,good show samsung
so i bought about 10 of these and saved alot of money.,1,positive,bought saved alot money
it always cuts out and makes a beep beep beep sound then says signal failed.,0,negative,always cut make beep beep beep sound say signal failed
couldn't figure it out,0,negative,couldnt figure
"my phone sounded ok ( not great - ok), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0,negative,phone sounded ok great ok wife phone almost totally unintelligible couldnt understand word said
so i had to take the battery out of the phone put it all back together and then restart it.,0,negative,take battery phone put back together restart
"while i managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0,negative,managed bend leaf spring back place metal enough stress break next drop
leopard print is wonderfully wild!.,1,positive,leopard print wonderfully wild
works for me.,1,positive,work
"saggy, floppy piece of junk.",0,negative,saggy floppy piece junk
much better than the hard plastic cases.,1,positive,much better hard plastic case
it also had a new problem.,0,negative,also new problem
happy so far!.,1,positive,happy far
cool phone.,1,positive,cool phone
works good.,1,positive,work good
motorola finally got the voice quality of a bluetooth headset right.,1,positive,motorola finally got voice quality bluetooth headset right
it looses connection to the phone even when it is within a couple feet between the two.,0,negative,loos connection phone even within couple foot two
"but it is great, i would really recommend it",1,positive,great would really recommend
makes it easier to keep up with my bluetooth when i'm not wearing it.,0,negative,make easier keep bluetooth im wearing
as i said above....pretty useless!,0,negative,said abovepretty useless
never got it!!!!!,0,negative,never got
this pair of headphones is the worst that i have ever had sound-wise.,0,negative,pair headphone worst ever soundwise
[...] down the drain because of a weak snap!,0,negative,drain weak snap
does not charge the cingular (att) 8525 phone.,0,negative,charge cingular att phone
"you get extra minutes so that you can carry out the call and not get cut off.""",1,positive,get extra minute carry call get cut
"however, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and i couldn't receive and place calls.",0,negative,however year fliptop started get loose wobbly eventually screen went black couldnt receive place call
i kept catching the cable on the seat and i had to pull the phone out to turn it on an off.,0,negative,kept catching cable seat pull phone turn
the headset fulfills my requirements so i am happy with my purchase.,1,positive,headset fulfills requirement happy purchase
logitech bluetooth headset is a 10!.,1,positive,logitech bluetooth headset
"i like the fact that it rests lightly against your ear, rather than inside.",1,positive,like fact rest lightly ear rather inside
a lot of websites have been rating this a very good phone and so do i.,1,positive,lot website rating good phone
i have tried these cables with my computer and my ipod and it works just fine.,1,positive,tried cable computer ipod work fine
"the mic there is a joke, and the volume is quite low.",0,negative,mic joke volume quite low
i'm returning them.,0,negative,im returning
i does not maintain a connection with the computer while it is on my lap.,0,negative,maintain connection computer lap
it is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1,positive,easy turn car volume control quite accessable
i have had mine for about a year and this christmas i bought some for the rest of the family.,1,positive,mine year christmas bought rest family
"otherwise, easy to install and use, clear sound.",1,positive,otherwise easy install use clear sound
nice leather.,1,positive,nice leather
i had to purchase a different case.,0,negative,purchase different case
it is a joy to use.,1,positive,joy use
very much disappointed with this company.,0,negative,much disappointed company
very satisifed with that.,1,positive,satisifed
it didn't charge for me.,0,negative,didnt charge
this is the phone to get for 2005.... i just bought my s710a and all i can say is wow!,1,positive,phone get bought sa say wow
buttons are too small.,0,negative,button small
just reading on the specs alone makes you say wow.,1,positive,reading spec alone make say wow
love it.. great armband.,1,positive,love great armband
i really like this product over the motorola because it is allot clearer on the ear piece and the mic.,1,positive,really like product motorola allot clearer ear piece mic
"however, the keypads are so tinny that i sometimes reach the wrong buttons.",0,negative,however keypad tinny sometimes reach wrong button
i exchanged the sony ericson z500a for this and i'm pretty happy with that decision.,1,positive,exchanged sony ericson za im pretty happy decision
i was very impressed with the price of the cases.,1,positive,impressed price case
also makes it easier to hold on to.,1,positive,also make easier hold
"i use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1,positive,use product motor control center lot high voltage humming equipment work great
it's pretty easy.,1,positive,pretty easy
i cannot make calls at certain places.,0,negative,cannot make call certain place
"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0,negative,however girl complain time phone doesnt wake like normal phone
beautiful styling though.,1,positive,beautiful styling though
this company charge me a restocking fee and still not given me my refund back.,0,negative,company charge restocking fee still given refund back
i'm trying to return it for a refund.,0,negative,im trying return refund
i plugged it in only to find out not a darn thing worked.,0,negative,plugged find darn thing worked
excellent product.,1,positive,excellent product
earbud piece breaks easily.,0,negative,earbud piece break easily
lousy product.,0,negative,lousy product
this phone tries very hard to do everything but fails at it's very ability to be a phone.,0,negative,phone try hard everything fails ability phone
it is the best charger i have seen on the market yet.,1,positive,best charger seen market yet
sweetest phone!!!,1,positive,sweetest phone
":-)oh, the charger seems to work fine.",1,positive,oh charger seems work fine
it fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1,positive,fit securely ear hook even need used sound better directed ear canal
not enough volume.,0,negative,enough volume
echo problem....very unsatisfactory,0,negative,echo problemvery unsatisfactory
you could only take 2 videos at a time and the quality was very poor.,0,negative,could take video time quality poor
don't waste your money.,0,negative,dont waste money
i am going to have to be the first to negatively review this product.,0,negative,going first negatively review product
adapter does not provide enough charging current.,0,negative,adapter provide enough charging current
"there was so much hype over this phone that i assumed it was the best, my mistake.",0,negative,much hype phone assumed best mistake
you also cannot take pictures with it in the case because the lense is covered.,0,negative,also cannot take picture case lense covered
phone falls out easily.,0,negative,phone fall easily
"it didn't work, people can not hear me when i talk.",0,negative,didnt work people hear talk
the text messaging feature is really tricky to use.,0,negative,text messaging feature really tricky use
i'm really disappointed all i have now is a charger that doesn't work.,0,negative,im really disappointed charger doesnt work
painful on the ear.,0,negative,painful ear
lasted one day and then blew up.,0,negative,lasted one day blew
disappointed.,0,negative,disappointed
kind of flops around.,0,negative,kind flop around
the screen does get smudged easily because it touches your ear and face.,0,negative,screen get smudged easily touch ear face
what a piece of junk.. i lose more calls on this phone.,0,negative,piece junk lose call phone
item does not match picture.,0,negative,item match picture
the only thing that disappoint me is the infra red port (irda).,0,negative,thing disappoint infra red port irda
"you can not answer calls with the unit, never worked once!",0,negative,answer call unit never worked
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
